_id,created_at,ward_id,title,description,sub_category_id,civic_agency_id,location,address,latitude,longitude,ward_title,category_id,category_title,sub_category_title,civic_agency_title,complaint_status_title,comment_count
843,2019-02-25T00:07:00,83,"I stay in Sapthagiri layout, Channa Sandra, Bangalore 67. there i...","I stay in Sapthagiri layout, Channa Sandra, Bangalore 67. there is a borewell work ongoing even at this time (mid-night). We are unable to sleep because of this and also a lot of water tankers create nuisance by screaming and playing music the whole night. can you please take appropriate action? Unfortunately no photo being an issue of noise pollution.I presume this pollution must be from SBP water plant which is adjacent to Sapthagiri layout.",46,7,"Site No. 50, Slv Nethravathi, 4Rd Cross, Sjp Layout, Sapthagiri Layout, Chansandra, Bengaluru, Karnataka 560067, India",NULL,12.97737142,77.76847574,Kadugodi,11,Pollution,Noise Pollution,KSPCB,Open,0
844,2019-02-25T01:27:00,197,Horrible pot holes in Sneha Colony chikkalsandra,"Sneha Colony has become an important road for connecting Uttarahalli /ittamadu to outer Ring road.. There will be lot of vehicles moving around through out the day. The condition of road has deteriorated a lot these days with potholes, garbage, all across the road. Pls repair the roads as soon as possible as it is creating lot of traffic and problems",66,10,"Sneha Colony, Chikkalasandra, Bengaluru, Karnataka 560061, India",Opposite to More,12.9158739,77.54797,Vasanthapura,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Open,2
845,2019-02-25T09:17:00,86,Drainage water block,The drainage on the service lane next to More megastore is completely blocked and now the dirty water overflowing on the road for the Last 2-3 days . Keeps having often and no one seems to care especially the restaurants who keep dumping all muck in the drainage. Please check,73,10,"Marathahalli, Bengaluru, Karnataka, India",Next to more mega store,12.9591722,77.697419,Marathahalli,18,Storm Water Drains,Maintenance And Repair Of Storm Water Drains,BBMP,Resolved,4
846,2019-02-25T11:50:00,129,STREET DOGS,"Dear Sir, 
Please help the street dog problem near kengute mpm park. 
we are requested you please help us.",77,10,"M P M Empyloyees Layout, Kengunte, Annapurneshwari Nagar, Bengaluru, Karnataka, India",MALLATHALLI M.P.M PARK,12.965164,77.5013843,Jnana Bharathi,19,Animal Husbandry,Stray Dog Sterilisation/Animal Birth Control (ABC),BBMP,Resolved,6
847,2019-02-25T11:52:00,172,Garbage not being collected from doorstep regularly,"Residents of ward No. 172. The garbage collection vehicle does not come regularly. Even on the days when they arrive, they arbitrarily collect garbage from some streets and ignore some streets. Even when we wait for them and ask them to collect, they give excuses that they will collect after finishing the next street and so on, and don't come at all. It has been more than 5 days that the garbage has been collected from our door. Also, when we try calling the number for complaints there is no response at all",155,10,"Btm Layout, Bengaluru, Karnataka, India",Bank officers colony,12.9165757,77.6101163,Madivala,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2
848,2019-02-25T12:03:00,174,Noise Pollution,"Grinder in the restaurant is continously operated from morning 3am till 9pm in the night. It is extremely noisy. Steel vessels are transferred from one container to another which also makes noise throughout the day. Workers are also running up and down the metal staircase, talking loudly, closing and opening the shutters early in the morning. We are unable to sleep and children are unable to concentrate on studies. We had requested the restaurant owner to resolve the issue but so far nothing has been done.",46,7,"24Th Main Rd, Garden Layout, Sector 2, Hsr Layout, Bengaluru, Karnataka 560102, India",Near Parangipalya bus stop,12.9083299,77.6491438,HSR Layout,11,Pollution,Noise Pollution,KSPCB,Open,2
849,2019-02-25T13:16:00,26,Street Light is not working,"One street light is not working , one more street light is not proper",62,10,"Chandra Vadana Layout, Ramamurthy Nagar, Bengaluru, Karnataka 560016, India",11th Cross,13.0147286,77.6785497,Ramamurthy Nagar,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,4
850,2019-02-25T13:16:00,6,Water problem issue,"Hello this SMS is to Mamatha mam.
Mam in our area there is water problem.
Compared to other areas our area is down in every developments.
Till now I was not mowing who is the corporate and MLA of this area.
Now I got to now .
My on small request is about water issue and no proper roads.",182,2,"Thanisandra, Bengaluru, Karnataka, India","Thanisandra main road, near Sadiq masjid.",13.0568653,77.6235264,Thanisandra,23,Water Supply and Services,Regular Water Supply,BWSSB,Open,0
851,2019-02-25T14:08:00,84,Auto rickshaw refuse to go by meter,"In the whole of whitefield auto rickshaws demand whatever they feel like and do not go by meter

I do not understand why is the government not putting pressure on the auto rickshaws to go by meter. Rickshaws also is a part of public transport and they should not be cheating the public by asking whatever they feel like.
Requesting government to act on this asap which will lead to following benifits
1. More people will go by rickshaws rather than getting bikes and cars or bus
2. This inturn will provide more earnings to drivers
3. Busses will be less loaded/crowded as lot of the people can afford richshaws and currently are just not travelling due to rickshaw drivers demanding insanse amounts
4. Less traffic than usual
5. Less pollution 
6. More votes as people will see the government taking action on a long overdue problem.
7. Less drink and drive as rickshaws are quite convenient and cheap compared to ola/uber",82,5,"Whitefield, Bengaluru, Karnataka, India",Itpl,12.9697999,77.7499467,Hagadur,21,Traffic and Road Safety,Autorickshaws Meter Issues,BTP,Open,0
852,2019-02-25T14:33:00,190,Road Digged for Kaveri Water connection &amp; Sewage Pipe Line and no roads made after that since 6 months,"For Kaveri water connection and sewage pipe line, road was digged 6 months back. Though Kaveri water has started still new roads are not made. Entire area is filled with dust. From houses to trees all are covered with dust. Without mask cannot step out of the house. We are leaving in such pathetic condition kids are falling sick. When we complain, our issue is resolved without any action. This is heights. We are asking for basic rights. On priority please get the roads ready.",67,10,"3Rd Cross Road, Reliable Residency Layout Phase 3, Reliable Tranquil Layout, Bengaluru, Karnataka 560068, India",Near Tennis Court,12.8975558,77.6553912,Mangamannapalya,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Open,2
853,2019-02-25T15:40:00,150,Very bad condition of roads,"This complaint is regards to the AET junction ( connects rmz ecoworld, kaadubeesanahalli, Doddakanahalli and aet college). The road is so much jam packed nowadays (thanks to the shortcut to the office) that it takes nearly 1 hour to cross the junction (it's a 1km drive). The road is pretty small to allow so many vehicals at one stretch . Being a resident it is really difficult to take the road. And also to add a point on the conditions of the road - it is pathetic every twice in a week someone out of nowhere comes and digs the road and goes back by putting back the sand and jelly stones which is making the traffic even more worse. The roads has only pathholes which leads to accidents and not safe. 

Please do consider this complaint and try to
1. Broaden the road 
2. Not to allow heavy vehicals (trucks)
3. And please lay tar (atleast 6inch) and make the zebra crossing marks for the safety.

I believe the complaint would be resolved ASAP. 
We pay tax for the roads and we feel bad when we see the tax paid not used for the roads.",67,10,"Aet College Road, Chikkabellandur, Bengaluru, Karnataka 560035, India",AET JUNCTION,12.9151144,77.6993387,Bellanduru,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,1
854,2019-02-25T16:09:00,84,Irregular supply of electricity,"Electricity goes out every day atleast 4-5 times. More frustratingly it goes out in the mornings. Everyday I complain on the bescom number and evertime i get the same response saying 
Dear Consumer,

In reference to your post we have received the update from concerned sub division that Kadugodi MUSS F5 feeder tripped. Power supply will be restored @ 00:45 Hrs. (Approximately)

If everyday the feeder is tripping , why isint this getting solved. How is it that bescom is changing the trip on an everyday basis. All this shows that this is only to load shed without informing the public.
Requesting the team to take action against this and resolve the issue so that we can have a proper electricity supply.",33,1,"Nagondanahalli, Bengaluru, Karnataka, India",Saroj symphony apartments,12.971241,77.7678875,Hagadur,4,Electricity and Power Supply,Regular Supply Of Electricity,BESCOM,Open,2
855,2019-02-25T17:32:00,188,BBMP Bribe,Recently visited BBMP office (Bommanahalli) to transfer the name in property tax for which government staff was asking Rs 2000 as bribe. Since he asked for bribe have just submitted the form and required supporting document. Please help me to get my work done without paying bribe.,148,10,"Bommanahalli, Bengaluru, Karnataka, India",BBMP office,12.8983601,77.6179465,Bilekahalli,1,Certificates,Property Tax,BBMP,Resolved,8
856,2019-02-25T18:52:00,178,Tree Garbage since 5 days,Tree Garbage since 5 days,155,10,"290, 11Th A Cross Rd, Jeewan Griha Colony, 2Nd Phase, Jp Nagar, Bengaluru, Karnataka 560078, India",NULL,12.90896062,77.59055908,Sarakki,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,4
857,2019-02-25T19:26:00,59,On the Hutchins road 3rd cross,On the Hutchins road 3rd cross,155,10,"Bliss Apartment, 3Rd Cross Rd, St Thomas Town, Cooke Town, Bengaluru, Karnataka 560084, India",NULL,13.0057169,77.6232788,Maruthi Seva Nagar,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,4
858,2019-02-25T19:26:00,59,Grabage dump. by besom team,Grabage dump. by besom team,155,10,"Bliss Apartment, 3Rd Cross Rd, St Thomas Town, Cooke Town, Bengaluru, Karnataka 560084, India",NULL,13.0057403,77.6233073,Maruthi Seva Nagar,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,4
859,2019-02-25T21:04:00,128,"Location:SBI ATM in chandralayout, 1st stage 1st phase. So pathet...","Location:SBI ATM in chandralayout, 1st stage 1st phase. So pathetically maintained seems to be dangerous to go inside and also high risk of fire. Pl infirm concerned authorities to check and improve this",155,10,"Chandra Layout, Bengaluru, Karnataka, India",NULL,12.9538653,77.5232461,Nagarabhavi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,5
860,2019-02-25T21:04:00,174,Burning of leaf by resident because garbage collectors don't collect,"This is regarding burning of leaves and plant waste in an empty site next to house number 1934, 21st main, sector 1, HSR layout, Bangalore. 
We have spoken to the people burning and the owners have not bothered( house no 1934). This is causing air pollution as they burn waste atleast 2 times a week.  It is leading to health issues among the residents. The leaves pile up because the garbage collectors do not collect the leaves. Please look into this. Thanking you.",44,7,"1932/1, 21St A Main Rd, Vanganahalli, 1St Sector, Hsr Layout, Bengaluru, Karnataka 560102, India",Opposite park,12.91420853,77.64613305,HSR Layout,11,Pollution,Air Pollution,KSPCB,Open,0
861,2019-02-26T02:05:00,150,Street lights not working in Bhoganahalli road,"Street lights not working in complete stretch from Adithi Elite apartments to Ambedkar statue, Bhoganahalli since Feb 21st,2018. Please have it resolved ASAP",62,10,"560103, Doddakannelli, Bengaluru, Karnataka 560103, India","Opposite to Flipkart office, Embassy tech village",12.9266218,77.6948824,Bellanduru,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,5
862,2019-02-26T07:09:00,188,Garbage not cleaned,Garbage not cleaned,155,10,"590, 445/1, 29Th Main, 2Nd Stage, Btm, Btm Layout, Bengaluru, Karnataka 560076, India",NULL,12.90555445,77.60597784,Bilekahalli,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,4
863,2019-02-26T10:45:00,173,Dustbin needed,The garbage collectors come after 10 everyday because of which we are not able to give our dustbin as we have to leave to office. It will helpful if you people can keep a dustbin so that we are not forced to throw on the road.,42,NULL,"Venkatapura, Koramangala, Bengaluru, Karnataka, India",Akshaya Bar and Restaurant,12.9199543,77.6256895,Jakkasandra,9,Others,Others,NULL,Open,0
864,2019-02-26T11:36:00,18,Lot of overhead OFC cables and Coaxial Cables are taken over powerline,"Lot of overhead OFC cables and Coaxial Cables are taken over powerline. They are sitting on the powerline, atleast 8 OFC cables or coaxial cables are there. These are to be removed by  the concerned as there are chances of one powerline touching another due to their weight.",450,10,"2Nd Cross Rd, Cil Layout A Block, Raj Mahal Vilas 2Nd Stage, Sanjaynagar, Bengaluru, Karnataka 560094, India",Cross road of 1st A Main and 2nd Cross CIL Layout A block,13.0338411,77.5748496,Radhakrishna Temple,15,"Mobility - Roads, Footpaths and Infrastructure",Dangling Or Hanging Of OFCs/Cables/Wires,BBMP,Resolved,1
865,2019-02-26T11:37:00,79,No door to door garbage collection or sweeping in our street,"No one is picking up the garbage or sweeping our streets, since the last 1 week",442,10,"52, Gover Rd, Sarvagnya Nagar, Pulikeshi Nagar, Bengaluru, Karnataka 560005, India",Opp railway tracks,12.9982132,77.6211486,Sarvagna Nagar,6,Garbage and Unsanitary Practices,Collection Of Door-to-door Garbage,BBMP,Resolved,4
